Year,Month,yday,date,Tide range (m)
2013,5,29,5/29/2013,0.708
2013,5,30,5/30/2013,0.736
2013,5,31,5/31/2013,0.706
2013,6,1,6/1/2013,0.623
2013,6,2,6/2/2013,0.626
2013,6,3,6/3/2013,0.613
2013,6,4,6/4/2013,0.62
2013,6,5,6/5/2013,0.682
2013,6,6,6/6/2013,0.634
2013,6,7,6/7/2013,0.591
2013,6,8,6/8/2013,0.607
2013,6,9,6/9/2013,0.635
2013,6,10,6/10/2013,0.63
2013,6,11,6/11/2013,0.607
2013,6,12,6/12/2013,0.582
2013,6,13,6/13/2013,0.539
2013,6,14,6/14/2013,0.563
2013,6,15,6/15/2013,0.557
2013,6,16,6/16/2013,0.569
2013,6,17,6/17/2013,0.568
2013,6,18,6/18/2013,0.599
2013,6,19,6/19/2013,0.656
2013,6,20,6/20/2013,0.749
2013,6,21,6/21/2013,0.822
2013,6,22,6/22/2013,0.876
2013,6,23,6/23/2013,0.895
2013,6,24,6/24/2013,0.9
2013,6,25,6/25/2013,0.84
2013,6,26,6/26/2013,0.759
2013,6,27,6/27/2013,0.781
2013,6,28,6/28/2013,0.743
2013,6,29,6/29/2013,0.694
2013,6,30,6/30/2013,0.644
2013,7,1,7/1/2013,0.575
2013,7,2,7/2/2013,0.565
2013,7,3,7/3/2013,0.554
2013,7,4,7/4/2013,0.564
2013,7,5,7/5/2013,0.593
2013,7,6,7/6/2013,0.634
2013,7,7,7/7/2013,0.655
2013,7,8,7/8/2013,0.643
2013,7,9,7/9/2013,0.648
2013,7,10,7/10/2013,0.629
2013,7,11,7/11/2013,0.638
2013,7,12,7/12/2013,0.562
2013,7,13,7/13/2013,0.679
2013,7,14,7/14/2013,0.609
2013,7,15,7/15/2013,0.601
2013,7,16,7/16/2013,0.61
2013,7,17,7/17/2013,0.647
2013,7,18,7/18/2013,0.659
2013,7,19,7/19/2013,0.693
2013,7,20,7/20/2013,0.805
2013,7,21,7/21/2013,0.822
2013,7,22,7/22/2013,0.877
2013,7,23,7/23/2013,0.86
2013,7,24,7/24/2013,0.848
2013,7,25,7/25/2013,0.77
2013,7,26,7/26/2013,0.751
2013,7,27,7/27/2013,0.733
2013,7,28,7/28/2013,0.646
2013,7,29,7/29/2013,0.602
2013,7,30,7/30/2013,0.569
2013,7,31,7/31/2013,0.523
2013,8,1,8/1/2013,0.532
2013,8,2,8/2/2013,0.526
2013,8,3,8/3/2013,0.545
2013,8,4,8/4/2013,0.617
2013,8,5,8/5/2013,0.625
2013,8,6,8/6/2013,0.636
2013,8,7,8/7/2013,0.663
2013,8,8,8/8/2013,0.645
2013,8,9,8/9/2013,0.64
2013,8,10,8/10/2013,0.627
2013,8,11,8/11/2013,0.618
2013,8,12,8/12/2013,0.648
2013,8,13,8/13/2013,0.623
2013,8,14,8/14/2013,0.593
2013,8,15,8/15/2013,0.633
2013,8,16,8/16/2013,0.709
2013,8,17,8/17/2013,0.693
2013,8,18,8/18/2013,0.79
2013,8,19,8/19/2013,0.821
2013,8,20,8/20/2013,0.838
2013,8,21,8/21/2013,0.85
2013,8,22,8/22/2013,0.805
2013,8,23,8/23/2013,0.821
2013,8,24,8/24/2013,0.711
2013,8,25,8/25/2013,0.694
2013,8,26,8/26/2013,0.645
2013,8,27,8/27/2013,0.616
2013,8,28,8/28/2013,0.541
2013,8,29,8/29/2013,0.505
2013,8,30,8/30/2013,0.512
2013,8,31,8/31/2013,0.505
2013,9,1,9/1/2013,0.516
2013,9,2,9/2/2013,0.552
2013,9,3,9/3/2013,0.61
2013,9,4,9/4/2013,0.631
2013,9,5,9/5/2013,0.677
2013,9,6,9/6/2013,0.676
2013,9,7,9/7/2013,0.725
2013,9,8,9/8/2013,0.73
2013,9,9,9/9/2013,0.697
2013,9,10,9/10/2013,0.725
2013,9,11,9/11/2013,0.734
2013,9,12,9/12/2013,0.643
2013,9,13,9/13/2013,0.635
2013,9,14,9/14/2013,0.677
2013,9,15,9/15/2013,0.677
2013,9,16,9/16/2013,0.723
2013,9,17,9/17/2013,0.833
2013,9,18,9/18/2013,0.816
2013,9,19,9/19/2013,0.847
2013,9,20,9/20/2013,0.842
2013,9,21,9/21/2013,0.828
2013,9,22,9/22/2013,0.771
2013,9,23,9/23/2013,0.651
2013,9,24,9/24/2013,0.637
2013,9,25,9/25/2013,0.575
2013,9,26,9/26/2013,0.506
2013,9,27,9/27/2013,0.477
2013,9,28,9/28/2013,0.47
2013,9,29,9/29/2013,0.475
2013,9,30,9/30/2013,0.532
2013,10,1,10/1/2013,0.583
2013,10,2,10/2/2013,0.633
2013,10,3,10/3/2013,0.667
2013,10,4,10/4/2013,0.704
2013,10,5,10/5/2013,0.757
2013,10,6,10/6/2013,0.795
2013,10,7,10/7/2013,0.803
2013,10,8,10/8/2013,0.779
2013,10,9,10/9/2013,0.747
2013,10,10,10/10/2013,0.697
2013,10,11,10/11/2013,0.669
2013,10,12,10/12/2013,0.64
2013,10,13,10/13/2013,0.702
2013,10,14,10/14/2013,0.711
2013,10,15,10/15/2013,0.717
2013,10,16,10/16/2013,0.785
2013,10,17,10/17/2013,0.816
2013,10,18,10/18/2013,0.812
2013,10,19,10/19/2013,0.802
2013,10,20,10/20/2013,0.769
2013,10,21,10/21/2013,0.715
2013,10,22,10/22/2013,0.695
2013,10,23,10/23/2013,0.656
2013,10,24,10/24/2013,0.584
2013,10,25,10/25/2013,0.5
2013,10,26,10/26/2013,0.46
2013,10,27,10/27/2013,0.47
2013,10,28,10/28/2013,0.492
2013,10,29,10/29/2013,0.514
2013,10,30,10/30/2013,0.601
2013,10,31,10/31/2013,0.615
2013,11,1,11/1/2013,0.674
2013,11,2,11/2/2013,0.757
2013,11,3,11/3/2013,0.863
2013,11,4,11/4/2013,0.851
2013,11,5,11/5/2013,0.885
2013,11,6,11/6/2013,0.826
2013,11,7,11/7/2013,0.798
2013,11,8,11/8/2013,0.763
2013,11,9,11/9/2013,0.706
2013,11,10,11/10/2013,0.721
2013,11,11,11/11/2013,0.636
2013,11,12,11/12/2013,0.728
2013,11,13,11/13/2013,0.662
2013,11,14,11/14/2013,0.72
2013,11,15,11/15/2013,0.757
2013,11,16,11/16/2013,0.767
2013,11,17,11/17/2013,0.756
2013,11,18,11/18/2013,0.742
2013,11,19,11/19/2013,0.694
2013,11,20,11/20/2013,0.716
2013,11,21,11/21/2013,0.574
2013,11,22,11/22/2013,0.602
2013,11,23,11/23/2013,0.541
2013,11,24,11/24/2013,0.497
2013,11,25,11/25/2013,0.437
2013,11,26,11/26/2013,0.521
2013,11,27,11/27/2013,0.659
2013,11,28,11/28/2013,0.609
2013,11,29,11/29/2013,0.665
2013,11,30,11/30/2013,0.71
2013,12,1,12/1/2013,0.82
2013,12,2,12/2/2013,0.917
2013,12,3,12/3/2013,0.902
2013,12,4,12/4/2013,0.918
2013,12,5,12/5/2013,0.874
2013,12,6,12/6/2013,0.811
2013,12,7,12/7/2013,0.777
2013,12,8,12/8/2013,0.71
2013,12,9,12/9/2013,0.652
2013,12,10,12/10/2013,0.719
2013,12,11,12/11/2013,0.617
2013,12,12,12/12/2013,0.62
2013,12,13,12/13/2013,0.699
2013,12,14,12/14/2013,0.709
2013,12,15,12/15/2013,0.627
2013,12,16,12/16/2013,0.689
2013,12,17,12/17/2013,0.708
2013,12,18,12/18/2013,0.703
2013,12,19,12/19/2013,0.69
2013,12,20,12/20/2013,0.701
2013,12,21,12/21/2013,0.586
2013,12,22,12/22/2013,0.58
2013,12,23,12/23/2013,0.531
2013,12,24,12/24/2013,0.554
2013,12,25,12/25/2013,0.482
2013,12,26,12/26/2013,0.56
2013,12,27,12/27/2013,0.59
2013,12,28,12/28/2013,0.605
2013,12,29,12/29/2013,0.728
2013,12,30,12/30/2013,0.773
2013,12,31,12/31/2013,0.848
2014,1,1,1/1/2014,0.913
2014,1,2,1/2/2014,0.921
2014,1,3,1/3/2014,0.903
2014,1,4,1/4/2014,0.851
2014,1,5,1/5/2014,0.844
2014,1,6,1/6/2014,0.742
2014,1,7,1/7/2014,0.703
2014,1,8,1/8/2014,0.577
2014,1,9,1/9/2014,0.659
2014,1,10,1/10/2014,0.618
2014,1,11,1/11/2014,0.643
2014,1,12,1/12/2014,0.588
2014,1,13,1/13/2014,0.611
2014,1,14,1/14/2014,0.643
2014,1,15,1/15/2014,0.656
2014,1,16,1/16/2014,0.665
2014,1,17,1/17/2014,0.669
2014,1,18,1/18/2014,0.678
2014,1,19,1/19/2014,0.661
2014,1,20,1/20/2014,0.642
2014,1,21,1/21/2014,0.595
2014,1,22,1/22/2014,0.57
2014,1,23,1/23/2014,0.569
2014,1,24,1/24/2014,0.528
2014,1,25,1/25/2014,0.564
2014,1,26,1/26/2014,0.67
2014,1,27,1/27/2014,0.68
2014,1,28,1/28/2014,0.786
2014,1,29,1/29/2014,0.823
2014,1,30,1/30/2014,0.888
2014,1,31,1/31/2014,0.921
2014,2,1,2/1/2014,0.938
2014,2,2,2/2/2014,0.87
2014,2,3,2/3/2014,0.837
2014,2,4,2/4/2014,0.763
2014,2,5,2/5/2014,0.698
2014,2,6,2/6/2014,0.609
2014,2,7,2/7/2014,0.537
2014,2,8,2/8/2014,0.529
2014,2,9,2/9/2014,0.494
2014,2,10,2/10/2014,0.549
2014,2,11,2/11/2014,0.559
2014,2,12,2/12/2014,0.66
2014,2,13,2/13/2014,0.668
2014,2,14,2/14/2014,0.703
2014,2,15,2/15/2014,0.706
2014,2,16,2/16/2014,0.699
2014,2,17,2/17/2014,0.687
2014,2,18,2/18/2014,0.691
2014,2,19,2/19/2014,0.647
2014,2,20,2/20/2014,0.67
2014,2,21,2/21/2014,0.671
2014,2,22,2/22/2014,0.605
2014,2,23,2/23/2014,0.54
2014,2,24,2/24/2014,0.637
2014,2,25,2/25/2014,0.699
2014,2,26,2/26/2014,0.846
2014,2,27,2/27/2014,0.819
2014,2,28,2/28/2014,0.883
2014,3,1,3/1/2014,0.901
2014,3,2,3/2/2014,0.878
2014,3,3,3/3/2014,0.857
2014,3,4,3/4/2014,0.807
2014,3,5,3/5/2014,0.763
2014,3,6,3/6/2014,0.671
2014,3,7,3/7/2014,0.639
2014,3,8,3/8/2014,0.498
2014,3,9,3/9/2014,0.475
2014,3,10,3/10/2014,0.489
2014,3,11,3/11/2014,0.476
2014,3,12,3/12/2014,0.58
2014,3,13,3/13/2014,0.546
2014,3,14,3/14/2014,0.579
2014,3,15,3/15/2014,0.645
2014,3,16,3/16/2014,0.697
2014,3,17,3/17/2014,0.7
2014,3,18,3/18/2014,0.738
2014,3,19,3/19/2014,0.732
2014,3,20,3/20/2014,0.661
2014,3,21,3/21/2014,0.644
2014,3,22,3/22/2014,0.741
2014,3,23,3/23/2014,0.629
2014,3,24,3/24/2014,0.589
2014,3,25,3/25/2014,0.711
2014,3,26,3/26/2014,0.659
2014,3,27,3/27/2014,0.723
2014,3,28,3/28/2014,0.767
2014,3,29,3/29/2014,0.834
2014,3,30,3/30/2014,0.866
2014,3,31,3/31/2014,0.841
2014,4,1,4/1/2014,0.829
2014,4,2,4/2/2014,0.765
2014,4,3,4/3/2014,0.654
2014,4,4,4/4/2014,0.655
2014,4,5,4/5/2014,0.598
2014,4,6,4/6/2014,0.469
2014,4,7,4/7/2014,0.517
2014,4,8,4/8/2014,0.48
2014,4,9,4/9/2014,0.482
2014,4,10,4/10/2014,0.46
2014,4,11,4/11/2014,0.534
2014,4,12,4/12/2014,0.614
2014,4,13,4/13/2014,0.677
2014,4,14,4/14/2014,0.743
2014,4,15,4/15/2014,0.732
2014,4,16,4/16/2014,0.795
2014,4,17,4/17/2014,0.819
2014,4,18,4/18/2014,0.782
2014,4,19,4/19/2014,0.803
2014,4,20,4/20/2014,0.711
2014,4,21,4/21/2014,0.614
2014,4,22,4/22/2014,0.645
2014,4,23,4/23/2014,0.685
2014,4,24,4/24/2014,0.703
2014,4,25,4/25/2014,0.747
2014,4,26,4/26/2014,0.799
2014,4,27,4/27/2014,0.844
2014,4,28,4/28/2014,0.885
2014,4,29,4/29/2014,0.838
2014,4,30,4/30/2014,0.804
2014,5,1,5/1/2014,0.731
2014,5,2,5/2/2014,0.676
2014,5,3,5/3/2014,0.713
2014,5,4,5/4/2014,0.604
2014,5,5,5/5/2014,0.531
2014,5,6,5/6/2014,0.496
2014,5,7,5/7/2014,0.485
2014,5,8,5/8/2014,0.481
2014,5,9,5/9/2014,0.506
2014,5,10,5/10/2014,0.558
2014,5,11,5/11/2014,0.624
2014,5,12,5/12/2014,0.712
2014,5,13,5/13/2014,0.75
2014,5,14,5/14/2014,0.809
2014,5,15,5/15/2014,0.8
2014,5,16,5/16/2014,0.841
2014,5,17,5/17/2014,0.812
2014,5,18,5/18/2014,0.739
2014,5,19,5/19/2014,0.717
2014,5,20,5/20/2014,0.751
2014,5,21,5/21/2014,0.734
2014,5,22,5/22/2014,0.685
2014,5,23,5/23/2014,0.672
2014,5,24,5/24/2014,0.723
2014,5,25,5/25/2014,0.757
2014,5,26,5/26/2014,0.745
2014,5,27,5/27/2014,0.764
2014,5,28,5/28/2014,0.72
2014,5,29,5/29/2014,0.748
2014,5,30,5/30/2014,0.688
2014,5,31,5/31/2014,0.685
2014,6,1,6/1/2014,0.573
2014,6,2,6/2/2014,0.545
2014,6,3,6/3/2014,0.563
2014,6,4,6/4/2014,0.527
2014,6,5,6/5/2014,0.489
2014,6,6,6/6/2014,0.508
2014,6,7,6/7/2014,0.518
2014,6,8,6/8/2014,0.573
2014,6,9,6/9/2014,0.627
2014,6,10,6/10/2014,0.708
2014,6,11,6/11/2014,0.771
2014,6,12,6/12/2014,0.833
2014,6,13,6/13/2014,0.809
2014,6,14,6/14/2014,0.816
2014,6,15,6/15/2014,0.843
2014,6,16,6/16/2014,0.779
2014,6,17,6/17/2014,0.735
2014,6,18,6/18/2014,0.746
2014,6,19,6/19/2014,0.708
2014,6,20,6/20/2014,0.672
2014,6,21,6/21/2014,0.651
2014,6,22,6/22/2014,0.74
2014,6,23,6/23/2014,0.664
2014,6,24,6/24/2014,0.68
2014,6,25,6/25/2014,0.699
2014,6,26,6/26/2014,0.732
2014,6,27,6/27/2014,0.676
2014,6,28,6/28/2014,0.681
2014,6,29,6/29/2014,0.608
2014,6,30,6/30/2014,0.589
2014,7,1,7/1/2014,0.565
2014,7,2,7/2/2014,0.553
2014,7,3,7/3/2014,0.551
2014,7,4,7/4/2014,0.577
2014,7,5,7/5/2014,0.514
2014,7,6,7/6/2014,0.521
2014,7,7,7/7/2014,0.577
2014,7,8,7/8/2014,0.605
2014,7,9,7/9/2014,0.719
2014,7,10,7/10/2014,0.737
2014,7,11,7/11/2014,0.814
2014,7,12,7/12/2014,0.85
2014,7,13,7/13/2014,0.869
2014,7,14,7/14/2014,0.851
2014,7,15,7/15/2014,0.762
2014,7,16,7/16/2014,0.779
2014,7,17,7/17/2014,0.762
2014,7,18,7/18/2014,0.742
2014,7,19,7/19/2014,0.648
2014,7,20,7/20/2014,0.618
2014,7,21,7/21/2014,0.61
2014,7,22,7/22/2014,0.6
2014,7,23,7/23/2014,0.596
2014,7,24,7/24/2014,0.634
2014,7,25,7/25/2014,0.632
2014,7,26,7/26/2014,0.659
2014,7,27,7/27/2014,0.647
2014,7,28,7/28/2014,0.632
2014,7,29,7/29/2014,0.599
2014,7,30,7/30/2014,0.644
2014,7,31,7/31/2014,0.602
2014,8,1,8/1/2014,0.543
2014,8,2,8/2/2014,0.552
2014,8,3,8/3/2014,0.593
2014,8,4,8/4/2014,0.584
2014,8,5,8/5/2014,0.58
2014,8,6,8/6/2014,0.662
2014,8,7,8/7/2014,0.714
2014,8,8,8/8/2014,0.771
2014,8,9,8/9/2014,0.859
2014,8,10,8/10/2014,0.873
2014,8,11,8/11/2014,0.876
2014,8,12,8/12/2014,0.865
2014,8,13,8/13/2014,0.843
2014,8,14,8/14/2014,0.785
2014,8,15,8/15/2014,0.764
2014,8,16,8/16/2014,0.71
2014,8,17,8/17/2014,0.636
2014,8,18,8/18/2014,0.583
2014,8,19,8/19/2014,0.596
2014,8,20,8/20/2014,0.576
2014,8,21,8/21/2014,0.59
2014,8,22,8/22/2014,0.625
2014,8,23,8/23/2014,0.641
2014,8,24,8/24/2014,0.647
2014,8,25,8/25/2014,0.678
2014,8,26,8/26/2014,0.661
2014,8,27,8/27/2014,0.691
2014,8,28,8/28/2014,0.62
2014,8,29,8/29/2014,0.639
2014,8,30,8/30/2014,0.608
2014,8,31,8/31/2014,0.621
2014,9,1,9/1/2014,0.565
2014,9,2,9/2/2014,0.546
2014,9,3,9/3/2014,0.584
2014,9,4,9/4/2014,0.653
2014,9,5,9/5/2014,0.698
2014,9,6,9/6/2014,0.779
2014,9,7,9/7/2014,0.828
2014,9,8,9/8/2014,0.873
2014,9,9,9/9/2014,0.885
2014,9,10,9/10/2014,0.864
2014,9,11,9/11/2014,0.868
2014,9,12,9/12/2014,0.796
2014,9,13,9/13/2014,0.758
2014,9,14,9/14/2014,0.686
2014,9,15,9/15/2014,0.608
2014,9,16,9/16/2014,0.524
2014,9,17,9/17/2014,0.531
2014,9,18,9/18/2014,0.518
2014,9,19,9/19/2014,0.545
2014,9,20,9/20/2014,0.549
2014,9,21,9/21/2014,0.594
2014,9,22,9/22/2014,0.621
2014,9,23,9/23/2014,0.714
2014,9,24,9/24/2014,0.69
2014,9,25,9/25/2014,0.655
2014,9,26,9/26/2014,0.739
2014,9,27,9/27/2014,0.699
2014,9,28,9/28/2014,0.641
2014,9,29,9/29/2014,0.652
2014,9,30,9/30/2014,0.62
2014,10,1,10/1/2014,0.637
2014,10,2,10/2/2014,0.654
2014,10,3,10/3/2014,0.669
2014,10,4,10/4/2014,0.693
2014,10,5,10/5/2014,0.764
2014,10,6,10/6/2014,0.834
2014,10,7,10/7/2014,0.882
2014,10,8,10/8/2014,0.903
2014,10,9,10/9/2014,0.911
2014,10,10,10/10/2014,0.885
2014,10,11,10/11/2014,0.8
2014,10,12,10/12/2014,0.717
2014,10,13,10/13/2014,0.654
2014,10,14,10/14/2014,0.563
2014,10,15,10/15/2014,0.511
2014,10,16,10/16/2014,0.519
2014,10,17,10/17/2014,0.453
2014,10,18,10/18/2014,0.515
2014,10,19,10/19/2014,0.515
2014,10,20,10/20/2014,0.586
2014,10,21,10/21/2014,0.643
2014,10,22,10/22/2014,0.649
2014,10,23,10/23/2014,0.753
2014,10,24,10/24/2014,0.753
2014,10,25,10/25/2014,0.733
2014,10,26,10/26/2014,0.763
2014,10,27,10/27/2014,0.746
2014,10,28,10/28/2014,0.706
2014,10,29,10/29/2014,0.65
2014,10,30,10/30/2014,0.628
2014,10,31,10/31/2014,0.666
2014,11,1,11/1/2014,0.725
2014,11,2,11/2/2014,0.697
2014,11,3,11/3/2014,0.795
2014,11,4,11/4/2014,0.813
2014,11,5,11/5/2014,0.821
2014,11,6,11/6/2014,0.86
2014,11,7,11/7/2014,0.888
2014,11,8,11/8/2014,0.843
2014,11,9,11/9/2014,0.783
2014,11,10,11/10/2014,0.739
2014,11,11,11/11/2014,0.695
2014,11,12,11/12/2014,0.613
2014,11,13,11/13/2014,0.543
2014,11,14,11/14/2014,0.519
2014,11,15,11/15/2014,0.477
2014,11,16,11/16/2014,0.48
2014,11,17,11/17/2014,0.631
2014,11,18,11/18/2014,0.618
2014,11,19,11/19/2014,0.642
2014,11,20,11/20/2014,0.684
2014,11,21,11/21/2014,0.751
2014,11,22,11/22/2014,0.746
2014,11,23,11/23/2014,0.797
2014,11,24,11/24/2014,0.811
2014,11,25,11/25/2014,0.81
2014,11,26,11/26/2014,0.733
2014,11,27,11/27/2014,0.716
2014,11,28,11/28/2014,0.749
2014,11,29,11/29/2014,0.678
2014,11,30,11/30/2014,0.665
2014,12,1,12/1/2014,0.69
2014,12,2,12/2/2014,0.749
2014,12,3,12/3/2014,0.736
2014,12,4,12/4/2014,0.794
2014,12,5,12/5/2014,0.836
2014,12,6,12/6/2014,0.771
2014,12,7,12/7/2014,0.802
2014,12,8,12/8/2014,0.773
2014,12,9,12/9/2014,0.736
2014,12,10,12/10/2014,0.671
2014,12,11,12/11/2014,0.609
2014,12,12,12/12/2014,0.574
2014,12,13,12/13/2014,0.523
2014,12,14,12/14/2014,0.488
2014,12,15,12/15/2014,0.506
2014,12,16,12/16/2014,0.648
2014,12,17,12/17/2014,0.568
2014,12,18,12/18/2014,0.611
2014,12,19,12/19/2014,0.709
2014,12,20,12/20/2014,0.736
2014,12,21,12/21/2014,0.809
2014,12,22,12/22/2014,0.867
2014,12,23,12/23/2014,0.892
2014,12,24,12/24/2014,0.873
2014,12,25,12/25/2014,0.79
2014,12,26,12/26/2014,0.792
2014,12,27,12/27/2014,0.716
2014,12,28,12/28/2014,0.717
2014,12,29,12/29/2014,0.671
2014,12,30,12/30/2014,0.646
2014,12,31,12/31/2014,0.653
2015,1,1,1/1/2015,0.681
2015,1,2,1/2/2015,0.718
2015,1,3,1/3/2015,0.745
2015,1,4,1/4/2015,0.701
2015,1,5,1/5/2015,0.729
2015,1,6,1/6/2015,0.681
2015,1,7,1/7/2015,0.667
2015,1,8,1/8/2015,0.803
2015,1,9,1/9/2015,0.585
2015,1,10,1/10/2015,0.576
2015,1,11,1/11/2015,0.53
2015,1,12,1/12/2015,0.505
2015,1,13,1/13/2015,0.513
2015,1,14,1/14/2015,0.498
2015,1,15,1/15/2015,0.515
2015,1,16,1/16/2015,0.579
2015,1,17,1/17/2015,0.653
2015,1,18,1/18/2015,0.738
2015,1,19,1/19/2015,0.813
2015,1,20,1/20/2015,0.9
2015,1,21,1/21/2015,0.956
2015,1,22,1/22/2015,0.894
2015,1,23,1/23/2015,0.872
2015,1,24,1/24/2015,0.881
2015,1,25,1/25/2015,0.73
2015,1,26,1/26/2015,0.695
2015,1,27,1/27/2015,0.678
2015,1,28,1/28/2015,0.624
2015,1,29,1/29/2015,0.597
2015,1,30,1/30/2015,0.593
2015,1,31,1/31/2015,0.629
2015,2,1,2/1/2015,0.65
2015,2,2,2/2/2015,0.651
2015,2,3,2/3/2015,0.705
2015,2,4,2/4/2015,0.71
2015,2,5,2/5/2015,0.709
2015,2,6,2/6/2015,0.685
2015,2,7,2/7/2015,0.641
2015,2,8,2/8/2015,0.607
2015,2,9,2/9/2015,0.562
2015,2,10,2/10/2015,0.529
2015,2,11,2/11/2015,0.536
2015,2,12,2/12/2015,0.492
2015,2,13,2/13/2015,0.608
2015,2,14,2/14/2015,0.677
2015,2,15,2/15/2015,0.701
2015,2,16,2/16/2015,0.734
2015,2,17,2/17/2015,0.817
2015,2,18,2/18/2015,0.876
2015,2,19,2/19/2015,0.897
2015,2,20,2/20/2015,0.934
2015,2,21,2/21/2015,0.898
2015,2,22,2/22/2015,0.91
2015,2,23,2/23/2015,0.788
2015,2,24,2/24/2015,0.641
2015,2,25,2/25/2015,0.593
2015,2,26,2/26/2015,0.644
2015,2,27,2/27/2015,0.507
2015,2,28,2/28/2015,0.542
2015,3,1,3/1/2015,0.533
2015,3,2,3/2/2015,0.57
2015,3,3,3/3/2015,0.595
2015,3,4,3/4/2015,0.629
2015,3,5,3/5/2015,0.728
2015,3,6,3/6/2015,0.678
2015,3,7,3/7/2015,0.71
2015,3,8,3/8/2015,0.634
2015,3,9,3/9/2015,0.623
2015,3,10,3/10/2015,0.67
2015,3,11,3/11/2015,0.651
2015,3,12,3/12/2015,0.553
2015,3,13,3/13/2015,0.472
2015,3,14,3/14/2015,0.661
2015,3,15,3/15/2015,0.627
2015,3,16,3/16/2015,0.615
2015,3,17,3/17/2015,0.77
2015,3,18,3/18/2015,0.854
2015,3,19,3/19/2015,0.887
2015,3,20,3/20/2015,0.904
2015,3,21,3/21/2015,0.946
2015,3,22,3/22/2015,0.907
2015,3,23,3/23/2015,0.837
2015,3,24,3/24/2015,0.805
2015,3,25,3/25/2015,0.731
2015,3,26,3/26/2015,0.548
2015,3,27,3/27/2015,0.633
2015,3,28,3/28/2015,0.515
2015,3,29,3/29/2015,0.466
2015,3,30,3/30/2015,0.515
2015,3,31,3/31/2015,0.575
2015,4,1,4/1/2015,0.583
2015,4,2,4/2/2015,0.603
2015,4,3,4/3/2015,0.644
2015,4,4,4/4/2015,0.705
2015,4,5,4/5/2015,0.693
2015,4,6,4/6/2015,0.685
2015,4,7,4/7/2015,0.674
2015,4,8,4/8/2015,0.623
2015,4,9,4/9/2015,0.715
2015,4,10,4/10/2015,0.589
2015,4,11,4/11/2015,0.573
2015,4,12,4/12/2015,0.529
2015,4,13,4/13/2015,0.682
2015,4,14,4/14/2015,0.622
2015,4,15,4/15/2015,0.712
2015,4,16,4/16/2015,0.831
2015,4,17,4/17/2015,0.903
2015,4,18,4/18/2015,0.921
2015,4,19,4/19/2015,0.959
2015,4,20,4/20/2015,0.862
2015,4,21,4/21/2015,0.825
2015,4,22,4/22/2015,0.78
2015,4,23,4/23/2015,0.687
2015,4,24,4/24/2015,0.602
2015,4,25,4/25/2015,0.549
2015,4,26,4/26/2015,0.493
2015,4,27,4/27/2015,0.498
2015,4,28,4/28/2015,0.488
2015,4,29,4/29/2015,0.509
2015,4,30,4/30/2015,0.602
2015,5,1,5/1/2015,0.67
2015,5,2,5/2/2015,0.678
2015,5,3,5/3/2015,0.705
2015,5,4,5/4/2015,0.706
2015,5,5,5/5/2015,0.728
2015,5,6,5/6/2015,0.758
2015,5,7,5/7/2015,0.691
2015,5,8,5/8/2015,0.673
2015,5,9,5/9/2015,0.721
2015,5,10,5/10/2015,0.599
2015,5,11,5/11/2015,0.624
2015,5,12,5/12/2015,0.684
2015,5,13,5/13/2015,0.663
2015,5,14,5/14/2015,0.745
2015,5,15,5/15/2015,0.822
2015,5,16,5/16/2015,0.871
2015,5,17,5/17/2015,0.844
2015,5,18,5/18/2015,0.852
2015,5,19,5/19/2015,0.847
2015,5,20,5/20/2015,0.751
2015,5,21,5/21/2015,0.684
2015,5,22,5/22/2015,0.673
2015,5,23,5/23/2015,0.65
2015,5,24,5/24/2015,0.496
2015,5,25,5/25/2015,0.531
2015,5,26,5/26/2015,0.481
2015,5,27,5/27/2015,0.466
2015,5,28,5/28/2015,0.517
2015,5,29,5/29/2015,0.551
2015,5,30,5/30/2015,0.614
2015,5,31,5/31/2015,0.703
2015,6,1,6/1/2015,0.727
2015,6,2,6/2/2015,0.774
2015,6,3,6/3/2015,0.774
2015,6,4,6/4/2015,0.769
2015,6,5,6/5/2015,0.756
2015,6,6,6/6/2015,0.757
2015,6,7,6/7/2015,0.713
2015,6,8,6/8/2015,0.733
2015,6,9,6/9/2015,0.68
2015,6,10,6/10/2015,0.705
2015,6,11,6/11/2015,0.719
2015,6,12,6/12/2015,0.732
2015,6,13,6/13/2015,0.743
2015,6,14,6/14/2015,0.777
2015,6,15,6/15/2015,0.761
2015,6,16,6/16/2015,0.782
2015,6,17,6/17/2015,0.753
2015,6,18,6/18/2015,0.729
2015,6,19,6/19/2015,0.667
2015,6,20,6/20/2015,0.599
2015,6,21,6/21/2015,0.6
2015,6,22,6/22/2015,0.558
2015,6,23,6/23/2015,0.499
2015,6,24,6/24/2015,0.493
2015,6,25,6/25/2015,0.49
2015,6,26,6/26/2015,0.518
2015,6,27,6/27/2015,0.546
2015,6,28,6/28/2015,0.595
2015,6,29,6/29/2015,0.633
2015,6,30,6/30/2015,0.709
2015,7,1,7/1/2015,0.79
2015,7,2,7/2/2015,0.807
2015,7,3,7/3/2015,0.81
2015,7,4,7/4/2015,0.79
2015,7,5,7/5/2015,0.762
2015,7,6,7/6/2015,0.703
2015,7,7,7/7/2015,0.705
2015,7,8,7/8/2015,0.702
2015,7,9,7/9/2015,0.672
2015,7,10,7/10/2015,0.684
2015,7,11,7/11/2015,0.709
2015,7,12,7/12/2015,0.723
2015,7,13,7/13/2015,0.742
